note,lang
"It’s both citric and sweet, combining with vanilla to give us something like lemon pound cake",en
"It’s still sweet in taste and round in body, and that peach note perseveres",en
Lambrusco,en
"TAKE A SIP | Coffee industry folk and casual consumers alike will rejoice in this cup! For a thermal shock coffee, it's quite balanced, and it manages to pull off tropical fruit flavors (like mango and pineapple) without being downright intense",en
"mulled wine, anyone?",en
"Vibrant and complex, this coffee is equal parts exceptionally clean and amazingly sweet (like maple)",en
___________________________________________________________________________,en
some of our very favorite African coffee characteristics,en
"The sweetness is apparent and has a lot of depth to it, like caramel or maple candy",en
___________________________________________________________________________,en
spiced oranges and peach tea,en
"Stone fruit, like white peaches, and subtle berries, like blackberry, are the stars here",en
"mulled wine, anyone?",en
"It's sweet like wildflower honey and zippy like lemon zest, hitting all the marks of a beloved washed Ethiopian flavor profile",en
___________________________________________________________________________,en
"the classic Ethiopian Gesha flavor profile, complete with florals (orange blossom) , vibrant acidity (sweet citrus) , and tea vibes (oolong, in this c",en
"pralines, making the experience a very approachable one for sharing with your family, and also a very elevated one for discussing around the cupping t",en
"Vibrant acidity is balanced by an abundance of sweetness, which shows up in each sip like dark honey or milk chocolate",en
___________________________________________________________________________,en
___________________________________________________________________________,en
"SPECIALTY INSTANT COFFEE ORIGIN | Piendamó, Cauca, Colombia NOTES | mango, pineapple, panela, red plum We took some of our favorite single origin coffees and made them into instant coffee! We put as much care into our instant coffee as we do our roasting and produce everything in house",en
"TAKE A SIP | Coffee industry folk and casual consumers alike will rejoice in this cup! For a thermal shock coffee, it's quite balanced, and it manages to pull off tropical fruit flavors (like mango and pineapple) without being downright intense",en
___________________________________________________________________________,en
___________________________________________________________________________,en
"As the coffee approaches a pleasantly warm temperature, acidity and florality both increase, and the tropical notes reach their apex (think: pineapple, mango, and lychee). It's rather clean at this temperature, reminding us less of sangria and more of a fruit-infused black tea.",en
"When cool, acidity peaks as the texture softens, and the coffee is clean as a whistle at this temperature. Fresh cherry and an apparent tartness give us the impression of cherry limeade, while that gloriously stubborn pineapple note lingers throughout.",en
___________________________________________________________________________,en
sipping red sangria,en
"The finish is bold and smooth, reminding us of dark chocolate",en
a giant pitcher of - you guessed it - white sangria,en
Producer | Edwin Noreña,en
"Whether you're a fan of peach rings, lemon candy, fruit snacks, or those seasonal caramel apple suckers",en
"TAKE A SIP | This may just be our favorite iteration of a barrel-rested coffee to date! Try to set aside the notion that this is a decidedly ""wintery"" cup of coffee, and turn your sense memory instead to a bake shop, complete with cinnamon rolls and apple pie and milk chocolate-covered anything",en
Producer | Huver Castillo,en
"When paired with a clean, fresh Ethiopian honey lot from our friends at SNAP Specialty Coffee, the two co-fermented coffees transform this blend into a fun, vibrant cup of coffee that has all of us reaching for our flip flops",en
Sidra,en
___________________________________________________________________________,en
"Tropical, dried, and red fruits can all be perceived, but we experience grape and raspberry most vividly",en
___________________________________________________________________________,en
"aged rum and banana pudding join forces to recall to our minds warmer days spent with beachy cocktails, like a banana daiquiri",en
___________________________________________________________________________,en
panela to give us a cup of perfectly coffee-flavored coffee - in all the best ways,en
___________________________________________________________________________,en
"Whether you're a fan of peach rings, lemon candy, fruit snacks, or those seasonal caramel apple suckers",en
___________________________________________________________________________,en
___________________________________________________________________________,en
"Instead, it's delightfully fruity (think: peach, pineapple, and mango) and surprisingly clean(ish)",en
"There's even a subtle florality to this lot, like roses",en
___________________________________________________________________________,en
"The aroma is sweet and heavily floral, reminding us of bergamot and jasmine",en
"Delicate stone fruit, like peaches, and citrus fruits, like oranges and lemons, are readily apparent",en
"The sweetness is almost confectionary here, reminding us of vanilla pound cake",en
___________________________________________________________________________,en
sipping black tea that's been sweetened with honey,en
___________________________________________________________________________,en
pear - enters the chat,en
"A quieter expression of tropical fruits, like mango and lychee, lingers here but will become louder as the cup cools",en
"It remains floral, citric, and sweet throughout, with a long finish that brings us back to that black tea",en
___________________________________________________________________________,en
___________________________________________________________________________,en
"Subtle tropical fruits, like grilled pineapple and mango, are readily apparent",en
___________________________________________________________________________,en
"Clean, vibrant, and sweet, it's everything we look for in our green-label coffees",en
"Stone fruit, like apricots, are present alongside a great acid structure similar to citrus zest",en
___________________________________________________________________________,en
chocolate ganache,en
___________________________________________________________________________,en
"tropical mango and cherry, with a juicy texture",en
"The coffee is sweeter here, and also more acidic, with those floral characteristics picking up steam a bit, too",en
"The finish is long and sweet, like a bite of craft chocolate",en
"Citrus, like cara cara oranges, lends a crisp, clean acidity to the cup",en
"And stone fruit, like plum, keeps the whole experience fruity, juicy, and delicious",en
"It's intensely floral, like jasmine, and features a vibrant acidity that reminds us of lemon verbena",en
"When cool, the coffee remains floral while acidity peaks, and tropical fruits take on a bigger presence",en
"Kaizen and Coffee Year Round Blend Origin | CHINA | ETHIOPIA NOTES | RED FRUITS, CHOCOLATE AND BALANCED ACIDITY Blend Components | Please refer to our year round coffee The Natural to get the most up to date components for this blend Process | Natural",en
"Subtle stone fruit, like apricots, and a honey-like sweetness are present throughout",en
"TAKE A SIP | Clean, sweet, citric, and floral, this cup provides us with all the pretty things we know and love about washed Ethiopian coffees",en
"It's subtly floral on the nose and slightly herbal on the palette (think: lemongrass), with a smooth texture like milk chocolate and a finish that reminds us of sipping black tea",en
"Vibrant and structured, this coffee is delightfully tropical, like mango and pineapple, but also remarkably sweet",en
___________________________________________________________________________,en
"Here, high altitude and lower temperatures mean that coffee cherries ripen more slowly than is typical, resulting in excellent cup profiles that are sweet, bright, and sought-after",en
"As the coffee approaches a pleasantly warm temperature, it becomes more intensely floral and more tropical in character, with passionfruit and mango taking center stage. It's balanced and juicy in texture at this temperature. Fresh citrus, like bergamot, prevails.",en
"It's sweeter here, too, with dark honey and maple contributing to a remarkably long finish",en
"sweet citrus, plums, and brown sugar, this coffee is very approachable and perfectly ""coffee-flavored",en
"TAKE A SIP | Lightly floral and pleasantly sweet, this coffee also features vibrant acidity (like lemon zest) and stone fruit flavors (like peach)",en
"Fruity, vibrant, and sugary-sweet, it encapsulates everything we love about the variety",en
___________________________________________________________________________,en
___________________________________________________________________________,en
"Pineapple, kiwi, and mango can all be perceived, reminding us of tropical fruit punch",en
"boozy indulgences, like those tiny, liqueur-filled chocolates that a friend brought back from Europe one year",en
